band,original_band,other_bands,event_type,event_date,event_day,event_month,event_year,iso_country,iso_subdivision,lat_dd,lon_dd,coordinates_precision_code,band_type_code,species_name,species_id,bird_status,extra_info_code,age_code,sex_code,permit,band_status_code,how_obtained_code,who_obtained_code,reporting_method,present_condition,min_age_at_enc,record_source,species_scientific_name
B39339944973,B39339944973,,E,8/6/94,6,8,1994,US,US-CT,41.41667,-72.08333,10,12,,3640,,,,,,,0,21,1,5,2.17,E,Pandion haliaetus
B39339945463,B39339945463,,B,6/26/90,26,6,1990,US,US-CT,41.25,-72.08333,10,12,Osprey,3640,3,0,4,0,P9990660,0,,,,,,B,Pandion haliaetus
B39339945463,B39339945463,,E,4/5/96,5,4,1996,US,US-CT,41.41667,-72.25,10,12,,3640,,,,,,,3,20,1,10,5.83,E,Pandion haliaetus
B39339961213,B39339961213,,B,6/28/88,28,6,1988,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,0,4,0,P6967216,0,,,,,,B,Pandion haliaetus
B39339961213,B39339961213,,E,5/25/90,25,5,1990,US,US-RI,41.58333,-71.25,10,12,,3640,,,,,,,54,23,1,5,1.92,E,Pandion haliaetus
B39339962022,B39339962022,,B,7/5/88,5,7,1988,US,US-MD,38.08333,-76.08333,10,12,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B39339962022,B39339962022,,E,8/2/88,2,8,1988,US,US-MD,38.58333,-76.25,10,12,,3640,,,,,,,0,22,1,4,0.17,E,Pandion haliaetus
B39339962499,B39339962499,,B,7/8/87,8,7,1987,US,US-MD,37.91667,-76.08333,10,12,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B39339962499,B39339962499,,E,8/29/87,29,8,1987,CO,,7.08333,-73.08333,10,12,,3640,,,,,,,1,21,1,5,0.17,E,Pandion haliaetus
B39339962582,B39339962582,,B,7/7/87,7,7,1987,US,US-MD,37.91667,-76.08333,10,12,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B39339962582,B39339962582,,E,8/9/87,9,8,1987,US,US-PA,40.08333,-75.75,10,12,,3640,,,,,,,0,21,1,5,0.17,E,Pandion haliaetus
B39339964573,B39339964573,,B,5/19/89,19,5,1989,US,US-MA,41.58333,-71.08333,10,12,Osprey,3640,3,1,1,5,P9969029,0,,,,,,B,Pandion haliaetus
B39339964573,B39339964573,,E,9/13/97,13,9,1997,BR,,-3,-60,28,12,,3640,,,,,,,0,21,1,3,9.25,E,Pandion haliaetus
B39339968899,B39339968899,,B,7/5/88,5,7,1988,US,US-NJ,39.08333,-74.75,10,12,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39339968899,B39339968899,,E,9/24/88,24,9,1988,US,US-NC,35.08333,-76.91667,10,12,,3640,,,,,,,0,22,1,5,0.25,E,Pandion haliaetus
B39339969459,B39339969459,,B,7/3/90,3,7,1990,US,US-NC,34.91667,-76.91667,10,12,Osprey,3640,3,1,4,0,P7743070,0,,,,,,B,Pandion haliaetus
B39339969459,B39339969459,,E,4/18/92,18,4,1992,US,US-NC,35.08333,-77.08333,10,12,,3640,,,,,,,54,22,1,5,1.83,E,Pandion haliaetus
B39339973223,B39339973223,,B,6/24/87,24,6,1987,US,US-NJ,39.08333,-74.75,10,12,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39339973223,B39339973223,,E,4/7/89,7,4,1989,DO,,19.08333,-72.58333,10,12,,3640,,,,,,,54,22,1,5,1.83,E,Pandion haliaetus
B39339973379,B39339973379,,B,6/19/87,19,6,1987,US,US-NJ,39.08333,-74.75,10,12,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39339973379,B39339973379,,E,12/16/90,16,12,1990,US,US-VA,38.58333,-79.25,10,12,,3640,,,,,,,0,21,1,5,3.5,E,Pandion haliaetus
B39339973453,B39339973453,,B,6/18/87,18,6,1987,US,US-NJ,39.08333,-74.75,10,12,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39339973453,B39339973453,,E,9/14/03,14,9,2003,US,US-NJ,39.08333,-74.75,10,12,,3640,,,,,,,0,21,7,5,16.25,E,Pandion haliaetus
B39339974414,B39339974414,,B,7/27/87,27,7,1987,US,US-NJ,41.08333,-74.25,10,12,Osprey,3640,4,33,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39339974414,B39339974414,,E,10/99/1989,99,10,1989,VE,,10.75,-71.58333,10,12,,3640,,,,,,,1,21,1,5,2.33,E,Pandion haliaetus
B39339974653,B39339974653,,B,6/18/87,18,6,1987,US,US-NJ,39.75,-74.08333,10,12,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39339974653,B39339974653,,E,8/20/92,20,8,1992,US,US-DE,38.75,-75.08333,10,12,,3640,,,,,,,0,22,1,5,5.17,E,Pandion haliaetus
B39339977357,B39339977357,,B,7/11/88,11,7,1988,US,US-MI,44.41667,-84.91667,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B39339977357,B39339977357,,E,6/11/93,11,6,1993,US,US-MI,44.91667,-83.91667,10,12,,3640,,,,,,,66,23,1,7,5,E,Pandion haliaetus
B39339977863,B39339977863,,B,7/6/89,6,7,1989,US,US-MI,44.41667,-84.58333,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B39339977863,B39339977863,,E,5/26/98,26,5,1998,US,US-MI,44.41667,-84.75,10,12,,3640,,,,,,,66,23,1,7,8.92,E,Pandion haliaetus
B39339978319,B39339978319,,B,7/8/93,8,7,1993,US,US-WI,44.58333,-89.58333,10,12,Osprey,3640,3,0,4,0,P7711878,0,,,,,,B,Pandion haliaetus
B39339978319,B39339978319,,E,5/5/96,5,5,1996,US,US-MN,44.75,-93.5,33,12,,3640,,,,,,,3,20,1,4,2.92,E,Pandion haliaetus
B39339979133,B39339979133,,B,7/13/92,13,7,1992,US,US-WI,45.75,-92.75,10,12,Osprey,3640,3,33,4,0,P7711878,0,,,,,,B,Pandion haliaetus
B39339979133,B39339979133,,E,4/15/06,15,4,2006,US,US-MN,44.91667,-93.75,10,12,Osprey,3640,,,,,,,52,21,7,7,13.83,E,Pandion haliaetus
B39359382608,B39359382608,,B,6/30/78,30,6,1978,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39359382608,B39359382608,,E,9/10/78,10,9,1978,CU,,21.75,-79.25,10,11,,3640,,,,,,,1,21,1,5,0.25,E,Pandion haliaetus
B39359383168,B39359383168,,B,6/20/78,20,6,1978,US,US-MD,38.91667,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39359383168,B39359383168,,E,7/26/98,26,7,1998,US,US-MD,38.75,-76.08333,10,11,,3640,,,,,,,0,20,6,4,20.08,E,Pandion haliaetus
B39359383938,B39359383938,,B,6/23/78,23,6,1978,US,US-MD,39.08333,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39359383938,B39359383938,,E,4/7/82,7,4,1982,US,US-MD,38.08333,-76.25,10,11,,3640,,,,,,,0,23,1,5,3.83,E,Pandion haliaetus
B39359384413,B39359384413,,B,6/27/77,27,6,1977,US,US-MD,38.58333,-75.91667,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39359384413,B39359384413,,E,5/10/85,10,5,1985,US,US-MD,38.75,-76.25,10,11,,3640,,,,,,,21,21,1,5,7.92,E,Pandion haliaetus
B39359384449,B39359384449,,B,6/27/77,27,6,1977,US,US-MD,38.58333,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39359384449,B39359384449,,E,7/11/77,11,7,1977,US,US-MD,38.75,-75.91667,10,11,,3640,,,,,,,0,22,1,5,0.08,E,Pandion haliaetus
B39369183588,B39369183588,,B,6/24/80,24,6,1980,US,US-MD,38.75,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39369183588,B39369183588,,E,10/99/1980,99,10,1980,DO,,18.41667,-70.08333,10,11,,3640,,,,,,,1,21,1,5,0.33,E,Pandion haliaetus
B39369375409,B39369375409,,B,6/21/80,21,6,1980,US,US-MD,38.08333,-76.08333,10,11,Osprey,3640,3,0,4,0,P0960209,0,,,,,,B,Pandion haliaetus
B39369375409,B39369375409,,E,2/20/99,20,2,1999,BR,,-7.58333,-60.41667,10,11,,3640,,,,,,,1,21,1,3,18.67,E,Pandion haliaetus
B39379074734,B39379074734,,B,7/4/74,4,7,1974,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39379074734,B39379074734,,E,3/30/81,30,3,1981,US,US-MD,38.91667,-76.25,10,11,,3640,,,,,,,26,21,1,3,6.75,E,Pandion haliaetus
B39379074819,B39379074819,,B,7/4/74,4,7,1974,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39379074819,B39379074819,,E,02/59/1996,59,2,1996,BO,,10.91667,-66.08333,10,11,,3640,,,,,,,1,21,1,3,,E,Pandion haliaetus
B39379491057,B39379491057,,B,6/22/77,22,6,1977,US,US-MD,38.91667,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39379491057,B39379491057,,E,07/70/1977,70,7,1977,US,US-MD,37,-76,8,11,,3640,,,,,,,28,21,1,11,,E,Pandion haliaetus
B39379492259,B39379492259,,B,7/6/74,6,7,1974,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39379492259,B39379492259,,E,02/99/1989,99,2,1989,US,US-MD,38.75,-76.25,10,11,,3640,,,,,,,98,21,1,2,,E,Pandion haliaetus
B39389105359,B39389105359,,B,6/24/77,24,6,1977,US,US-VA,37.41667,-76.25,10,11,Osprey,3640,3,1,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B39389105359,B39389105359,,E,5/25/82,25,5,1982,US,US-MD,38.58333,-76.08333,10,11,,3640,,,,,,,3,23,1,5,4.92,E,Pandion haliaetus
B39389105698,B39389105698,,B,6/30/77,30,6,1977,US,US-VA,37.41667,-76.25,10,11,Osprey,3640,3,1,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B39389105698,B39389105698,,E,3/25/81,25,3,1981,US,US-VA,37.75,-76.58333,10,11,,3640,,,,,,,9,21,1,5,3.75,E,Pandion haliaetus
B39389335253,B39389335253,,B,7/8/80,8,7,1980,US,US-NJ,39.41667,-75.41667,10,11,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39389335253,B39389335253,,E,1/3/88,3,1,1988,US,US-NJ,39.58333,-75.58333,10,11,,3640,,,,,,,0,21,1,5,7.58,E,Pandion haliaetus
B39389335648,B39389335648,,B,6/20/83,20,6,1983,US,US-NJ,39.75,-74.08333,10,11,Osprey,3640,3,0,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39389335648,B39389335648,,E,01/99/2000,99,1,2000,CU,,21.91667,-78.75,10,11,,3640,,,,,,,28,21,1,5,16.58,E,Pandion haliaetus
B39399127459,B39399127459,,B,7/14/81,14,7,1981,US,US-ID,47.41667,-116.75,10,11,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B39399127459,B39399127459,,E,6/20/86,20,6,1986,US,US-ID,47.41667,-116.58333,10,11,,3640,,,,,,,66,23,1,7,5,E,Pandion haliaetus
B39399128392,B39399128392,,B,7/19/78,19,7,1978,US,US-ID,47.58333,-116.58333,10,11,Osprey,3640,3,0,4,0,P6969709,0,,,,,,B,Pandion haliaetus
B39399128392,B39399128392,,E,8/27/79,27,8,1979,EC,,0.91667,-79.75,10,11,,3640,,,,,,,0,21,1,5,1.17,E,Pandion haliaetus
B39399377483,B39399377483,,B,7/5/00,5,7,2000,US,US-MD,38.08333,-76.08333,10,11,Osprey,3640,3,0,4,0,P9981151,0,,,,,,B,Pandion haliaetus
B39399377483,B39399377483,,E,6/20/17,20,6,2017,US,US-MD,38.07568,-75.56798,11,11,Osprey,3640,,,,,,,0,21,62,5,17,E,Pandion haliaetus
B39399394523,B39399394523,,B,6/20/78,20,6,1978,US,US-DE,38.58333,-75.08333,10,11,Osprey,3640,3,0,4,0,P6986969,0,,,,,,B,Pandion haliaetus
B39399394523,B39399394523,,E,6/1/01,1,6,2001,US,US-DE,38.75,-75.08333,10,11,,3640,,,,,,,50,21,6,3,,E,Pandion haliaetus
B39399420179,B39399420179,,B,6/14/79,14,6,1979,US,US-NC,34.91667,-77.08333,10,11,Osprey,3640,3,0,4,0,P9966576,0,,,,,,B,Pandion haliaetus
B39399420179,B39399420179,,E,9/21/79,21,9,1979,CU,,20.91667,-77.08333,10,11,,3640,,,,,,,54,21,1,4,0.25,E,Pandion haliaetus
B39399420393,B39399420393,,B,6/14/79,14,6,1979,US,US-NC,34.91667,-77.08333,10,11,Osprey,3640,3,0,4,0,P9966576,0,,,,,,B,Pandion haliaetus
B39399420393,B39399420393,,E,99/99/1986,99,99,1986,FR,,4.08333,-54.91667,10,11,,3640,,,,,,,1,21,1,5,6.58,E,Pandion haliaetus
B39399497139,B39399497139,,B,6/24/80,24,6,1980,US,US-NJ,39.25,-74.58333,10,11,Osprey,3640,3,1,4,0,P9980978,0,,,,,,B,Pandion haliaetus
B39399497139,B39399497139,,E,09/73/1980,73,9,1980,US,US-NJ,39.41667,-74.41667,10,11,,3640,,,,,,,0,21,1,5,,E,Pandion haliaetus
B39419358449,B39419358449,,B,6/28/63,28,6,1963,US,US-MI,44.41667,-84.91667,10,11,Osprey,3640,3,0,4,0,P0905838,0,,,,,,B,Pandion haliaetus
B39419358449,B39419358449,,E,7/3/67,3,7,1967,US,US-MI,44.75,-85.75,10,11,,3640,,,,,,,0,21,2,5,4.08,E,Pandion haliaetus
B39439085149,B39439085149,,B,7/10/61,10,7,1961,US,US-MD,38.25,-76.91667,10,11,Osprey,3640,3,0,4,0,P9987878,0,,,,,,B,Pandion haliaetus
B39439085149,B39439085149,,E,09/53/1964,53,9,1964,DO,,18.75,-70.25,10,11,,3640,,,,,,,0,21,0,3,,E,Pandion haliaetus
B39439567945,B39439567945,,B,6/24/60,24,6,1960,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B39439567945,B39439567945,,E,5/24/71,24,5,1971,US,US-NY,41.08333,-72.25,10,11,,3640,,,,,,,66,23,1,7,10.92,E,Pandion haliaetus
B39449884314,B39449884314,,B,7/22/62,22,7,1962,US,US-WI,45.91667,-89.58333,10,12,Osprey,3640,3,0,1,4,P3938353,0,,,,,,B,Pandion haliaetus
B39449884314,B39449884314,,E,06/51/1965,51,6,1965,US,US-WI,45.91667,-89.41667,10,12,,3640,,,,,,,98,22,0,2,,E,Pandion haliaetus
B39459878317,B39459878317,,B,7/14/71,14,7,1971,US,US-CA,40.75,-120.75,10,11,Osprey,3640,3,0,4,0,P8985489,0,,,,,,B,Pandion haliaetus
B39459878317,B39459878317,,E,5/8/83,8,5,1983,US,US-CA,40.58333,-120.75,10,11,,3640,,,,,,,0,22,1,5,11.92,E,Pandion haliaetus
B39469387646,B39469387646,,B,7/7/68,7,7,1968,US,US-MD,38.58333,-76.08333,10,11,Osprey,3640,3,0,6,5,P9999539,0,,,,,,B,Pandion haliaetus
B39469387646,B39469387646,,E,4/20/86,20,4,1986,US,US-MD,38.58333,-76.08333,10,11,,3640,,,,,,,0,22,1,5,19.83,E,Pandion haliaetus
B39479635335,B39479635335,,B,6/28/64,28,6,1964,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B39479635335,B39479635335,,E,5/8/82,8,5,1982,US,US-MD,38.25,-75.08333,10,11,,3640,,,,,,,0,21,1,5,17.92,E,Pandion haliaetus
B39479635419,B39479635419,,B,7/4/63,4,7,1963,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B39479635419,B39479635419,,E,5/11/70,11,5,1970,US,US-NJ,39.08333,-74.75,10,11,,3640,,,,,,,66,23,1,7,6.92,E,Pandion haliaetus
B39479635419,B39479635419,,E,5/12/79,12,5,1979,US,US-NJ,39.08333,-74.75,10,11,,3640,,,,,,,33,23,1,7,15.92,E,Pandion haliaetus
B39479938939,B39479938939,,B,6/27/76,27,6,1976,US,US-MD,38.58333,-76.08333,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39479938939,B39479938939,,E,3/6/77,6,3,1977,VE,,10.41667,-63.75,10,11,,3640,,,,,,,1,21,1,5,0.75,E,Pandion haliaetus
B39489517355,B39489517355,,B,7/13/74,13,7,1974,US,US-VA,38.08333,-76.58333,10,11,Osprey,3640,3,1,4,0,P2962062,0,,,,,,B,Pandion haliaetus
B39489517355,B39489517355,,E,5/24/76,24,5,1976,US,US-MD,38.91667,-76.41667,10,11,,3640,,,,,,,0,21,1,5,1.92,E,Pandion haliaetus
B39489623266,B39489623266,,B,6/21/68,21,6,1968,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39489623266,B39489623266,,E,04/99/1972,99,4,1972,US,US-MD,38.75,-75.91667,10,12,,3640,,,,,,,26,23,1,5,3.83,E,Pandion haliaetus
B39489623353,B39489623353,,B,6/21/68,21,6,1968,US,US-MD,38.75,-76.25,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39489623353,B39489623353,,E,4/1/74,1,4,1974,US,US-MD,38.75,-76.41667,10,12,,3640,,,,,,,0,21,1,5,5.83,E,Pandion haliaetus
B39489652395,B39489652395,,B,7/23/67,23,7,1967,US,US-WI,45.91667,-89.58333,10,12,Osprey,3640,3,0,4,0,P9964744,0,,,,,,B,Pandion haliaetus
B39489652395,B39489652395,,E,10/14/67,14,10,1967,CO,,1.75,-78.25,10,12,,3640,,,,,,,1,21,1,5,0.33,E,Pandion haliaetus
B39489653989,B39489653989,,B,7/3/66,3,7,1966,US,US-MD,38.75,-76.08333,10,12,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39489653989,B39489653989,,E,4/13/69,13,4,1969,US,US-MD,38.91667,-76.41667,10,12,,3640,,,,,,,26,21,1,3,2.83,E,Pandion haliaetus
B39489687354,B39489687354,,B,7/15/67,15,7,1967,US,US-WI,44.08333,-90.08333,10,12,Osprey,3640,3,0,4,0,P4964769,0,,,,,,B,Pandion haliaetus
B39489687354,B39489687354,,E,93/99/1970,99,93,1970,CO,,6.75,-71.08333,10,12,,3640,,,,,,,1,20,1,5,3.25,E,Pandion haliaetus
B39499015359,B39499015359,,B,6/28/66,28,6,1966,US,US-MD,38.25,-76.25,10,11,Osprey,3640,3,0,4,0,P9962769,0,,,,,,B,Pandion haliaetus
B39499015359,B39499015359,,E,10/52/1966,52,10,1966,CO,,4.58333,-75.58333,10,11,,3640,,,,,,,1,20,1,3,,E,Pandion haliaetus
B39499039019,B39499039019,,B,6/28/69,28,6,1969,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B39499039019,B39499039019,,E,7/26/79,26,7,1979,US,US-NJ,39.25,-74.58333,10,11,,3640,,,,,,,66,23,1,7,10.08,E,Pandion haliaetus
B39499039253,B39499039253,,B,6/29/68,29,6,1968,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B39499039253,B39499039253,,E,5/17/79,17,5,1979,US,US-NJ,39.08333,-74.75,10,11,,3640,,,,,,,33,23,1,7,10.92,E,Pandion haliaetus
B39499039579,B39499039579,,B,7/3/66,3,7,1966,US,US-NJ,39.08333,-74.75,10,11,Osprey,3640,3,0,4,0,P2982582,0,,,,,,B,Pandion haliaetus
B39499039579,B39499039579,,E,8/10/76,10,8,1976,US,US-NJ,39.41667,-74.41667,10,11,,3640,,,,,,,45,23,1,5,10.17,E,Pandion haliaetus
B39499227357,B39499227357,,B,7/4/70,4,7,1970,US,US-MD,38.75,-76.25,10,11,Osprey,3640,3,0,4,0,P9999539,0,,,,,,B,Pandion haliaetus
B39499227357,B39499227357,,E,7/18/73,18,7,1973,US,US-MD,38.08333,-76.25,10,11,,3640,,,,,,,54,22,1,3,3.08,E,Pandion haliaetus
B48735147817,B48735147817,,B,7/14/87,14,7,1987,US,US-MI,44.25,-84.58333,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B48735147817,B48735147817,,E,5/25/92,25,5,1992,US,US-MI,44.41667,-84.58333,10,12,,3640,,,,,,,66,23,1,7,4.92,E,Pandion haliaetus
B48735254465,B48735254465,,B,7/17/08,17,7,2008,US,US-MI,46.41667,-84.25,10,2,Osprey,3640,3,34,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B48735254465,B48735254465,,E,8/23/17,23,8,2017,CA,CA-ON,45.03472,-74.63306,11,2,unknown,3640,,,,,,,0,21,63,5,9.17,E,Pandion haliaetus
B48735486048,B48735486048,,B,7/14/91,14,7,1991,US,US-MI,45.25,-84.25,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B48735486048,B48735486048,,E,6/9/94,9,6,1994,US,US-MI,44.91667,-83.91667,10,12,,3640,,,,,,,66,23,1,7,3,E,Pandion haliaetus
B48735498929,B48735498929,,B,7/24/93,24,7,1993,US,US-MT,45.91667,-111.41667,10,12,Osprey,3640,7,0,1,4,P2732053,0,,,,,,B,Pandion haliaetus
B48735498929,B48735498929,,E,07/79/1994,79,7,1994,US,US-MT,45.58333,-111.58333,10,12,,3640,,,,,,,98,21,1,2,,E,Pandion haliaetus
B48735574478,B48735574478,,B,8/23/19,23,8,2019,US,US-WA,47.91667,-122.25,10,5,Osprey,3640,7,0,2,0,P7725105,0,,,,,,B,Pandion haliaetus
B48735574478,B48735574478,,E,9/3/19,3,9,2019,US,US-WA,47.91667,-122.25,10,5,OSPREY,3640,,,,,,,0,21,7,4,0.25,E,Pandion haliaetus
B48735644627,B48735644627,,B,7/18/84,18,7,1984,US,US-MI,44.91667,-83.91667,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B48735644627,B48735644627,,E,4/12/85,12,4,1985,CA,CA-ON,42.08333,-82.41667,10,12,,3640,,,,,,,98,21,1,2,,E,Pandion haliaetus
B48735644936,B48735644936,,B,7/16/83,16,7,1983,US,US-MI,44.91667,-83.91667,10,12,Osprey,3640,3,1,4,0,P9996346,0,,,,,,B,Pandion haliaetus
B48735644936,B48735644936,,E,12/99/1984,99,12,1984,EC,,1.25,-79.08333,10,12,,3640,,,,,,,1,21,1,5,1.5,E,Pandion haliaetus
B48749705464,B48749705464,,B,7/2/19,2,7,2019,US,US-MA,41.58333,-71.08333,10,W2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B48749705464,B48749705464,,E,3/3/22,3,3,2022,US,US-RI,41.41667,-71.25,10,W2,OSPREY,3640,,,,,,,60,21,7,5,2.75,E,Pandion haliaetus
B48749705627,B48749705627,,B,7/17/19,17,7,2019,US,US-MA,41.58333,-71.08333,10,W2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B48749705627,B48749705627,,E,8/27/19,27,8,2019,US,US-CT,41.25,-72.41667,10,W2,Osprey,3640,,,,,,,52,21,7,7,0.17,E,Pandion haliaetus
B48749709228,B48749709228,,B,7/8/19,8,7,2019,US,US-NJ,39.75,-74.08333,10,W2,Osprey,3640,3,1,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B48749709228,B48749709228,,E,7/4/20,4,7,2020,TT,,10.41667,-61.41667,10,W2,Osprey,3640,,,,,,,29,21,13,7,1.08,E,Pandion haliaetus
B48749713949,B48749713949,,B,7/21/20,21,7,2020,US,US-MT,45.75,-108.58333,10,W2,Osprey,3640,3,1,4,0,P7717411,0,,,,,,B,Pandion haliaetus
B48749713949,B48749713949,,E,11/2/20,2,11,2020,US,US-TX,29.25,-98.41667,10,W2,Osprey,3640,,,,,,,29,21,13,7,0.42,E,Pandion haliaetus
B48749713949,B48749713949,,E,12/3/20,3,12,2020,US,US-TX,29.25,-98.41667,10,W2,OSPREY,3640,,,,,,,29,21,13,13,0.5,E,Pandion haliaetus
B48749730189,B48749730189,,B,7/16/19,16,7,2019,US,US-MD,38.75,-76.41667,10,W2,Osprey,3640,3,0,4,0,P7728612,0,,,,,,B,Pandion haliaetus
B48749730189,B48749730189,,E,9/14/19,14,9,2019,US,US-MD,38.88322,-76.4991,11,W2,Osprey,3640,,,,,,,3,21,7,5,0.25,E,Pandion haliaetus
B48749732827,B48749732827,,B,7/12/19,12,7,2019,US,US-MD,38.25,-76.41667,10,W2,Osprey,3640,3,0,4,0,P7728612,0,,,,,,B,Pandion haliaetus
B48749732827,B48749732827,,E,9/14/21,14,9,2021,US,US-MD,38.25,-76.41667,10,W2,OSPREY,3640,,,,,,,54,21,7,5,2.25,E,Pandion haliaetus
B48749752504,B48749752504,,B,4/29/21,29,4,2021,US,US-CA,33.75,-118.08333,10,W2,Osprey,3640,3,1,4,0,P7730260,0,,,,,,B,Pandion haliaetus
B48749752504,B48749752504,,E,9/8/21,8,9,2021,US,US-CA,37.11717,-122.32692,11,W2,Osprey,3640,,,,,,,29,21,13,7,0.42,E,Pandion haliaetus
B48749752504,B48749752504,,E,9/11/21,11,9,2021,US,US-CA,37.08333,-122.25,10,W2,OSPREY,3640,,,,,,,29,21,13,7,0.42,E,Pandion haliaetus
B48749752504,B48749752504,,E,9/20/21,20,9,2021,US,US-CA,37.18189,-122.39359,11,W2,Osprey,3640,,,,,,,29,21,13,13,0.42,E,Pandion haliaetus
B48749756509,B48749756509,,B,7/14/21,14,7,2021,US,US-NY,40.58333,-73.58333,10,W2,Osprey,3640,3,0,4,0,P0703063,0,,,,,,B,Pandion haliaetus
B48749756509,B48749756509,,E,1/4/22,4,1,2022,TT,,11.15024,-60.84013,11,W2,Osprey,3640,,,,,,,39,21,7,5,0.58,E,Pandion haliaetus
B48749758477,B48749758477,,B,7/14/21,14,7,2021,US,US-MD,38.75,-76.41667,10,W2,Osprey,3640,3,0,4,0,P7728612,0,,,,,,B,Pandion haliaetus
B48749758477,B48749758477,,E,9/23/21,23,9,2021,VE,,9.84556,-63.52944,11,W2,Desconocido,3640,,,,,,,54,21,7,10,0.25,E,Pandion haliaetus
B48749764824,B48749764824,,B,7/22/20,22,7,2020,US,US-NJ,39.08333,-74.75,10,W2,Osprey,3640,3,0,4,0,P9719515,0,,,,,,B,Pandion haliaetus
B48749764824,B48749764824,,E,9/8/20,8,9,2020,US,US-NJ,39.08333,-74.91667,10,W2,OSPREY,3640,,,,,,,0,22,7,4,0.25,E,Pandion haliaetus
B48749766589,B48749766589,,B,7/3/18,3,7,2018,US,US-MA,41.58333,-71.08333,10,W2,Osprey,3640,3,0,4,0,P9969029,0,,,,,,B,Pandion haliaetus
B48749766589,B48749766589,,E,83/99/2019,99,83,2019,US,US-VA,37.91667,-76.25,10,W2,Osprey,3640,,,,,,,0,21,7,5,0.75,E,Pandion haliaetus
B48749777067,B48749777067,,B,7/12/19,12,7,2019,US,US-NJ,39.75,-74.08333,10,W2,Osprey,3640,3,1,4,0,P9719515,0,,,,,,B,Pandion haliaetus
